Country,EdLevel,YearsCodePro,Employment,Salary
India,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2,Employed full-time,4692.0
Chile,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,Employed full-time,36377.0
United States,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",23,Employed full-time,165000.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,Employed full-time,11436.0
United States,Some college/university study without earning a degree,4,Employed full-time,80000.0
United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,Employed full-time,315000.0
Australia,"Other doctoral degree (Ph.D., Ed.D., etc.)",5,Employed full-time,80172.0
Australia,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1,Employed full-time,58792.0
United States,Some college/university study without earning a degree,20,Employed full-time,105000.0
United States,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4,Employed full-time,140000.0
United States,"Other doctoral degree (Ph.D., Ed.D., etc.)",15,Employed full-time,275000.0
United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,Employed full-time,125000.0
United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,Employed full-time,85000.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,Employed full-time,12564.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,Employed full-time,13404.0
United States,I never completed any formal education,6,Employed full-time,150000.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,Employed full-time,1396.0
Australia,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3,Employed full-time,66810.0
Australia,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20,Employed full-time,80172.0
United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,Employed full-time,130000.0
United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,Employed full-time,130000.0
United States,"Associate degree (A.A., A.S., etc.)",6,Employed full-time,105000.0
United States,"Associate degree (A.A., A.S., etc.)",22,Employed full-time,130000.0
United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Less than 1 year,Employed full-time,120000.0
United Arab Emirates,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,Employed full-time,32664.0
Cameroon,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Less than 1 year,Employed full-time,1380.0
United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",23,Employed full-time,230000.0
Sweden,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Less than 1 year,Employed full-time,17184.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,Employed full-time,8377.0
South Africa,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",7,Employed full-time,32028.0
United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,Employed full-time,100000.0
United Kingdom,Some college/university study without earning a degree,15,Employed full-time,206815.0
South Korea,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15,Employed full-time,37224.0
India,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1,Employed full-time,5028.0
United States,"Associate degree (A.A., A.S., etc.)",Less than 1 year,Employed part-time,21000.0
India,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",4,Employed full-time,4188.0
Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,Employed full-time,60129.0
France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5,Employed full-time,56211.0
Japan,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20,Employed full-time,71943.0
Netherlands,"Other doctoral degree (Ph.D., Ed.D., etc.)",19,Employed full-time,82155.0
Brazil,Some college/university study without earning a degree,2,Employed full-time,15120.0
India,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2,Employed full-time,4560.0
United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",21,Employed full-time,130000.0
Azerbaijan,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,Employed full-time,16212.0
United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,Employed full-time,106000.0
Hong Kong (S.A.R.),"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25,Employed full-time,189113.0
Guatemala,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10,Employed full-time,15732.0
South Africa,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,Employed full-time,44832.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,Employed full-time,5868.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9,Employed full-time,13404.0
United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,Employed full-time,140000.0
United States,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20,Employed full-time,240000.0
Viet Nam,Some college/university study without earning a degree,3,Employed full-time,11904.0
India,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",22,Employed full-time,20100.0
India,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2,"Independent contractor, freelancer, or self-employed",0.0
Colombia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,Employed full-time,12360.0
United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,Employed full-time,74000.0
Czech Republic,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13,Employed part-time,59760.0
Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20,Employed full-time,166389.0
United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,Employed full-time,115500.0
United States,Some college/university study without earning a degree,15,Employed full-time,80000.0
Turkey,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11,Employed full-time,45360.0
United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,Employed full-time,110000.0
Cameroon,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,"Independent contractor, freelancer, or self-employed",2964.0
South Africa,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",8,Employed full-time,33624.0
South Africa,Some college/university study without earning a degree,6,Employed full-time,32028.0
Republic of Korea,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",14,Employed full-time,754536.0
Turkey,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,Employed full-time,17748.0
Canada,"Associate degree (A.A., A.S., etc.)",3,Employed full-time,49160.0
United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,Employed full-time,153000.0
Bangladesh,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,Employed part-time,2124.0
United States,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",10,Employed full-time,160000.0
Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,Employed full-time,60505.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Less than 1 year,Employed full-time,2508.0
United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12,Employed full-time,185000.0
Germany,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",3,Employed full-time,38916.0
Australia,Some college/university study without earning a degree,20,"Independent contractor, freelancer, or self-employed",120252.0
United States,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6,Employed full-time,180000.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,Employed full-time,27923.0
Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,Employed full-time,62133.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,Employed full-time,27923.0
United States,Some college/university study without earning a degree,Less than 1 year,Employed full-time,46000.0
Australia,"Other doctoral degree (Ph.D., Ed.D., etc.)",11,Employed full-time,80172.0
United States,Some college/university study without earning a degree,1,Employed full-time,40000.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,Employed full-time,4020.0
United States,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",16,Employed full-time,200000.0
Canada,Some college/university study without earning a degree,25,Employed full-time,98321.0
Australia,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12,Employed full-time,92197.0
United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12,Employed full-time,170000.0
India,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2,Employed full-time,8376.0
South Korea,Some college/university study without earning a degree,1,Employed full-time,31020.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,Employed full-time,7679.0
Romania,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",13,Employed full-time,637776.0
United States,"Associate degree (A.A., A.S., etc.)",4,Employed full-time,77000.0
Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",14,Employed full-time,68068.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,Employed full-time,7536.0
United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",28,Employed full-time,110000.0
Israel,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12,Employed full-time,129588.0
Costa Rica,Some college/university study without earning a degree,15,Employed full-time,46524.0
South Africa,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,Employed full-time,20016.0
Turkey,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,Employed full-time,19728.0
United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12,Employed full-time,300000.0
United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15,Employed full-time,168000.0
Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,Employed full-time,46767.0
Pakistan,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10,Employed full-time,15408.0
Malaysia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,Employed full-time,8652.0
United States,"Other doctoral degree (Ph.D., Ed.D., etc.)",17,Employed full-time,230000.0
Russian Federation,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,Employed full-time,9432.0
United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,Employed full-time,450000.0
South Africa,Some college/university study without earning a degree,15,Employed full-time,39228.0
United States,Some college/university study without earning a degree,6,Employed full-time,115000.0
India,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2,Employed full-time,1675.0
Bangladesh,Some college/university study without earning a degree,1,Employed full-time,4944.0
Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",14,Employed full-time,74267.0
Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7,Employed full-time,38916.0
United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,Employed full-time,115000.0
Pakistan,I never completed any formal education,1,Employed full-time,4800.0
China,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,Employed full-time,27432.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",17,Employed full-time,29320.0
United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,Employed full-time,207000.0
Portugal,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5,"Independent contractor, freelancer, or self-employed",24000.0
United States,Some college/university study without earning a degree,10,Employed full-time,110000.0
Sri Lanka,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,Employed full-time,4620.0
Pakistan,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,"Independent contractor, freelancer, or self-employed",6612.0
Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15,Employed full-time,56788.0
South Korea,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,Employed full-time,22128.0
New Zealand,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20,Employed full-time,70279.0
United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,Employed full-time,38400.0
Republic of Moldova,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,Employed full-time,15648.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,"Independent contractor, freelancer, or self-employed",55847.0
United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,Employed full-time,65000.0
United States,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5,Employed full-time,300000.0
Sweden,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,Employed full-time,42960.0
Germany,Some college/university study without earning a degree,8,"Independent contractor, freelancer, or self-employed",84312.0
India,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Less than 1 year,Employed full-time,12.0
Brazil,Some college/university study without earning a degree,8,"Independent contractor, freelancer, or self-employed",19236.0
United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,Employed full-time,2000000.0
United States,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12,"Independent contractor, freelancer, or self-employed",177840.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,Employed full-time,27923.0
Kenya,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Less than 1 year,Employed full-time,1188.0
United States,Some college/university study without earning a degree,38,Employed full-time,162000.0
Australia,"Other doctoral degree (Ph.D., Ed.D., etc.)",20,Employed full-time,116917.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Less than 1 year,Employed full-time,0.0
United States,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",17,Employed full-time,103000.0
India,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3,Employed full-time,6283.0
Russian Federation,,4,Employed full-time,16272.0
United Kingdom,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5,Employed full-time,51704.0
Germany,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",3,Employed full-time,53292.0
South Africa,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",24,"Independent contractor, freelancer, or self-employed",120089.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,Employed full-time,5028.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Less than 1 year,Employed full-time,6696.0
United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Less than 1 year,Employed full-time,80000.0
United States,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",33,Employed full-time,110000.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,"Independent contractor, freelancer, or self-employed",6696.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,Employed full-time,13404.0
United States,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",9,Employed full-time,1800000.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,Employed full-time,23735.0
India,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5,,11724.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,Employed full-time,10896.0
Australia,"Other doctoral degree (Ph.D., Ed.D., etc.)",13,Employed full-time,142800.0
Estonia,"Other doctoral degree (Ph.D., Ed.D., etc.)",2,Employed full-time,19452.0
United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,Employed full-time,70000.0
South Africa,,1,Employed full-time,24012.0
Bosnia and Herzegovina,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",14,"Independent contractor, freelancer, or self-employed",66216.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,Employed full-time,39093.0
Ukraine,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12,Employed full-time,26916.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,Employed full-time,20940.0
United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Less than 1 year,Employed full-time,68000.0
United Kingdom,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12,Employed full-time,77556.0
Viet Nam,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,Employed full-time,36000.0
United States,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",40,Employed full-time,100000.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,Employed full-time,9592.0
Turkey,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6,Employed full-time,15780.0
Israel,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",17,"Independent contractor, freelancer, or self-employed",57203.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,Employed full-time,3348.0
Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,Employed full-time,20616.0
Pakistan,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",,"Independent contractor, freelancer, or self-employed",7008.0
South Korea,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,Employed full-time,44434.0
United States,"Associate degree (A.A., A.S., etc.)",20,Employed full-time,205000.0
